timestamp,date,day_of_year,hour_of_day,month,season,outdoor_temperature_c,solar_irradiance_w_m2,wind_speed_m_s,relative_humidity_percent,cloud_factor,heating_degree_signal,pv_generation_factor
"2024-04-04 01:00:00",2024-04-04,95,1,4,spring,14.009,0,5.286,55.03,0.7436,3.991,0
"2024-04-04 02:00:00",2024-04-04,95,2,4,spring,12.147,0,5.382,55.94,0.9747,5.853,0
"2024-04-04 03:00:00",2024-04-04,95,3,4,spring,14.28,0,7.526,65.11,0.733,3.72,0
"2024-04-04 04:00:00",2024-04-04,95,4,4,spring,13.105,0,6.61,77.68,0.5027,4.895,0
"2024-04-04 05:00:00",2024-04-04,95,5,4,spring,10.351,0,6.062,69.58,0.7806,7.649,0
"2024-04-04 06:00:00",2024-04-04,95,6,4,spring,9.523,0,5.864,60.47,0.8171,8.477,0
"2024-04-04 07:00:00",2024-04-04,95,7,4,spring,9.805,0,6.874,57.08,0.721,8.195,0
"2024-04-04 08:00:00",2024-04-04,95,8,4,spring,10.197,0,2.991,70.94,0.7489,7.803,0
"2024-04-04 09:00:00",2024-04-04,95,9,4,spring,10.519,0,7.043,60.72,0.9527,7.481,0
"2024-04-04 10:00:00",2024-04-04,95,10,4,spring,10.522,0,4.827,78.51,0.9687,7.478,0
"2024-04-04 11:00:00",2024-04-04,95,11,4,spring,11.272,0,6.844,72.96,0.6005,6.728,0
"2024-04-04 12:00:00",2024-04-04,95,12,4,spring,11.345,0,5.878,74.82,0.5678,6.655,0
"2024-04-04 13:00:00",2024-04-04,95,13,4,spring,14.544,0,5.689,64.33,0.98,3.456,0
"2024-04-04 14:00:00",2024-04-04,95,14,4,spring,13.202,0,5.542,76.75,0.8318,4.798,0
"2024-04-04 15:00:00",2024-04-04,95,15,4,spring,12.569,0,6.505,57.42,0.8093,5.431,0
"2024-04-04 16:00:00",2024-04-04,95,16,4,spring,13.802,0,7.092,70.06,0.8699,4.198,0
"2024-04-04 17:00:00",2024-04-04,95,17,4,spring,14.447,0,7.114,64.07,0.8637,3.553,0
"2024-04-04 18:00:00",2024-04-04,95,18,4,spring,15.36,0,5.238,66.85,0.6328,2.64,0
"2024-04-04 19:00:00",2024-04-04,95,19,4,spring,17.107,0,6.635,60.35,0.8165,0.893,0
"2024-04-04 20:00:00",2024-04-04,95,20,4,spring,13.836,0,5.576,62.68,0.562,4.164,0
"2024-04-04 21:00:00",2024-04-04,95,21,4,spring,15.378,0,6.032,85.15,0.9105,2.622,0
"2024-04-04 22:00:00",2024-04-04,95,22,4,spring,13.736,0,5.059,54.43,0.9028,4.264,0
"2024-04-04 23:00:00",2024-04-04,95,23,4,spring,16.533,0,5.275,62.58,0.8904,1.467,0
"2024-04-05 00:00:00",2024-04-05,96,0,4,spring,12.444,0,3.938,59.12,0.98,5.556,0
"2024-04-05 01:00:00",2024-04-05,96,1,4,spring,14.009,0,8.882,55.65,0.789,3.991,0
"2024-04-05 02:00:00",2024-04-05,96,2,4,spring,14.067,0,5.811,58.76,0.8493,3.933,0
"2024-04-05 03:00:00",2024-04-05,96,3,4,spring,13.428,0,6.211,83.39,0.6091,4.572,0
"2024-04-05 04:00:00",2024-04-05,96,4,4,spring,12.856,0,4.687,67.34,0.8485,5.144,0
"2024-04-05 05:00:00",2024-04-05,96,5,4,spring,10.646,0,8.828,83.86,0.7667,7.354,0
"2024-04-05 06:00:00",2024-04-05,96,6,4,spring,9.565,0,4.577,65.5,0.8898,8.435,0
"2024-04-05 07:00:00",2024-04-05,96,7,4,spring,8.046,0,4.799,72.17,0.8211,9.954,0
"2024-04-05 08:00:00",2024-04-05,96,8,4,spring,9.024,0,4.38,61.02,0.936,8.976,0
"2024-04-05 09:00:00",2024-04-05,96,9,4,spring,8.89,0,7.811,73.33,0.7482,9.11,0
"2024-04-05 10:00:00",2024-04-05,96,10,4,spring,9.962,0,9.289,65.12,0.5579,8.038,0
"2024-04-05 11:00:00",2024-04-05,96,11,4,spring,10.474,0,6.966,67.56,0.6584,7.526,0
"2024-04-05 12:00:00",2024-04-05,96,12,4,spring,9.755,0,7.447,76.17,0.7864,8.245,0
"2024-04-05 13:00:00",2024-04-05,96,13,4,spring,11.078,0,6.335,78.96,0.98,6.922,0
"2024-04-05 14:00:00",2024-04-05,96,14,4,spring,11.388,0,7.66,58.24,0.9285,6.612,0
"2024-04-05 15:00:00",2024-04-05,96,15,4,spring,12.476,0,4.282,65.45,0.7432,5.524,0
"2024-04-05 16:00:00",2024-04-05,96,16,4,spring,13.892,0,6.601,60.23,0.98,4.108,0
"2024-04-05 17:00:00",2024-04-05,96,17,4,spring,15.065,0,6.512,69.2,0.5821,2.935,0
"2024-04-05 18:00:00",2024-04-05,96,18,4,spring,14.344,0,5.735,64.41,0.5287,3.656,0
"2024-04-05 19:00:00",2024-04-05,96,19,4,spring,15.793,0,7.597,54.88,0.5881,2.207,0
"2024-04-05 20:00:00",2024-04-05,96,20,4,spring,16.843,0,7.262,55.79,0.6719,1.157,0
"2024-04-05 21:00:00",2024-04-05,96,21,4,spring,14.688,0,4.635,85.79,0.6632,3.312,0
"2024-04-05 22:00:00",2024-04-05,96,22,4,spring,14.047,0,5.62,65.73,0.7921,3.953,0
"2024-04-05 23:00:00",2024-04-05,96,23,4,spring,14.443,0,7.395,60.72,0.9026,3.557,0
"2024-04-06 00:00:00",2024-04-06,97,0,4,spring,13.354,0,4.684,58.57,0.7402,4.646,0
"2024-04-06 01:00:00",2024-04-06,97,1,4,spring,10.027,0,5.121,63.67,0.7448,7.973,0
"2024-04-06 02:00:00",2024-04-06,97,2,4,spring,13.509,0,3.921,60.62,0.7201,4.491,0
"2024-04-06 03:00:00",2024-04-06,97,3,4,spring,12.463,0,6.621,58.14,0.6374,5.537,0
"2024-04-06 04:00:00",2024-04-06,97,4,4,spring,10.563,0,6.248,76.65,0.6119,7.437,0
"2024-04-06 05:00:00",2024-04-06,97,5,4,spring,11.9,0,7.785,63.29,0.4394,6.1,0
"2024-04-06 06:00:00",2024-04-06,97,6,4,spring,9.698,0,7.767,62.57,0.8953,8.302,0
"2024-04-06 07:00:00",2024-04-06,97,7,4,spring,9.767,0,7.6,79.53,0.785,8.233,0
"2024-04-06 08:00:00",2024-04-06,97,8,4,spring,9.115,0,6.574,78.23,0.4017,8.885,0
"2024-04-06 09:00:00",2024-04-06,97,9,4,spring,11.342,0,6.155,68.37,0.718,6.658,0
"2024-04-06 10:00:00",2024-04-06,97,10,4,spring,9.148,0,4.153,74.98,0.7336,8.852,0
"2024-04-06 11:00:00",2024-04-06,97,11,4,spring,8.813,0,6.014,66.49,0.6277,9.187,0
"2024-04-06 12:00:00",2024-04-06,97,12,4,spring,12.719,0,6.561,68.52,0.8335,5.281,0
"2024-04-06 13:00:00",2024-04-06,97,13,4,spring,12.279,0,5.515,71.56,0.6298,5.721,0
"2024-04-06 14:00:00",2024-04-06,97,14,4,spring,11.449,0,5.223,58.42,0.6,6.551,0
"2024-04-06 15:00:00",2024-04-06,97,15,4,spring,12.976,0,6.475,66.17,0.5392,5.024,0
"2024-04-06 16:00:00",2024-04-06,97,16,4,spring,14.214,0,6.142,65.71,0.5046,3.786,0
"2024-04-06 17:00:00",2024-04-06,97,17,4,spring,14.635,0,6.069,52.65,0.4915,3.365,0
"2024-04-06 18:00:00",2024-04-06,97,18,4,spring,14.161,0,3.815,54.6,0.4384,3.839,0
"2024-04-06 19:00:00",2024-04-06,97,19,4,spring,16.187,0,5.633,52.19,0.6658,1.813,0
"2024-04-06 20:00:00",2024-04-06,97,20,4,spring,15.012,0,6.89,61.48,0.8991,2.988,0
"2024-04-06 21:00:00",2024-04-06,97,21,4,spring,15.405,0,6.388,56.06,0.541,2.595,0
"2024-04-06 22:00:00",2024-04-06,97,22,4,spring,14.557,0,8.968,66.61,0.8435,3.443,0
"2024-04-06 23:00:00",2024-04-06,97,23,4,spring,15.208,0,7.175,63.25,0.7785,2.792,0
"2024-04-07 00:00:00",2024-04-07,98,0,4,spring,15.06,0,5.254,64.23,0.7113,2.94,0
"2024-04-07 01:00:00",2024-04-07,98,1,4,spring,12.931,0,3.985,68.64,0.7736,5.069,0
"2024-04-07 02:00:00",2024-04-07,98,2,4,spring,12.585,0,5.155,57.84,0.5673,5.415,0
"2024-04-07 03:00:00",2024-04-07,98,3,4,spring,12.317,0,6.388,58.86,0.5197,5.683,0
"2024-04-07 04:00:00",2024-04-07,98,4,4,spring,11.726,0,5.827,66.95,0.8615,6.274,0
"2024-04-07 05:00:00",2024-04-07,98,5,4,spring,11.073,0,6.738,75.28,0.6998,6.927,0
"2024-04-07 06:00:00",2024-04-07,98,6,4,spring,12.871,0,5.465,68.28,0.4618,5.129,0
"2024-04-07 07:00:00",2024-04-07,98,7,4,spring,12.211,0,6.614,71.88,0.5733,5.789,0
"2024-04-07 08:00:00",2024-04-07,98,8,4,spring,8.83,0,8.372,75.17,0.7282,9.17,0
"2024-04-07 09:00:00",2024-04-07,98,9,4,spring,9.489,0,4.491,70.49,0.6447,8.511,0
"2024-04-07 10:00:00",2024-04-07,98,10,4,spring,11.25,0,5.17,76.26,0.7976,6.75,0
"2024-04-07 11:00:00",2024-04-07,98,11,4,spring,11.701,0,5.262,70.36,0.5424,6.299,0
"2024-04-07 12:00:00",2024-04-07,98,12,4,spring,11.39,0,7.453,53.83,0.7672,6.61,0
"2024-04-07 13:00:00",2024-04-07,98,13,4,spring,13.807,0,4.191,72.23,0.6482,4.193,0
"2024-04-07 14:00:00",2024-04-07,98,14,4,spring,12.887,0,6.416,60.98,0.8029,5.113,0
"2024-04-07 15:00:00",2024-04-07,98,15,4,spring,13.397,0,7.352,69.12,0.9255,4.603,0
"2024-04-07 16:00:00",2024-04-07,98,16,4,spring,14.968,0,6.899,56.04,0.4078,3.032,0
"2024-04-07 17:00:00",2024-04-07,98,17,4,spring,14.223,0,7.151,46.04,0.5661,3.777,0
"2024-04-07 18:00:00",2024-04-07,98,18,4,spring,17.211,0,7.589,50.15,0.5134,0.789,0
"2024-04-07 19:00:00",2024-04-07,98,19,4,spring,14.574,0,5.661,73.96,0.7019,3.426,0
"2024-04-07 20:00:00",2024-04-07,98,20,4,spring,13.68,0,5.917,65.36,0.7979,4.32,0
"2024-04-07 21:00:00",2024-04-07,98,21,4,spring,15.12,0,7.246,63.48,0.6415,2.88,0
"2024-04-07 22:00:00",2024-04-07,98,22,4,spring,15.678,0,7.356,60.27,0.6103,2.322,0
"2024-04-07 23:00:00",2024-04-07,98,23,4,spring,14.185,0,7.002,56.88,0.4228,3.815,0
"2024-04-08 00:00:00",2024-04-08,99,0,4,spring,13.719,0,7.342,56.39,0.717,4.281,0
"2024-04-08 01:00:00",2024-04-08,99,1,4,spring,12.461,0,5.422,71.52,0.7126,5.539,0
"2024-04-08 02:00:00",2024-04-08,99,2,4,spring,13.316,0,4.333,79.84,0.8477,4.684,0
"2024-04-08 03:00:00",2024-04-08,99,3,4,spring,12.207,0,5.8,70.26,0.763,5.793,0
"2024-04-08 04:00:00",2024-04-08,99,4,4,spring,11.81,0,3.942,67.45,0.98,6.19,0
"2024-04-08 05:00:00",2024-04-08,99,5,4,spring,10.937,0,6.256,77.36,0.6512,7.063,0
"2024-04-08 06:00:00",2024-04-08,99,6,4,spring,11.147,0,7.487,65.32,0.98,6.853,0
"2024-04-08 07:00:00",2024-04-08,99,7,4,spring,9.92,0,6.029,63.89,0.6888,8.08,0
"2024-04-08 08:00:00",2024-04-08,99,8,4,spring,7.278,0,5.33,78.11,0.98,10.722,0
"2024-04-08 09:00:00",2024-04-08,99,9,4,spring,10.259,0,4.285,80.69,0.6148,7.741,0
"2024-04-08 10:00:00",2024-04-08,99,10,4,spring,11.087,0,6.796,67.57,0.9513,6.913,0
"2024-04-08 11:00:00",2024-04-08,99,11,4,spring,13.43,0,6.494,73.03,0.7774,4.57,0
"2024-04-08 12:00:00",2024-04-08,99,12,4,spring,11.584,0,5.693,72.46,0.9116,6.416,0
"2024-04-08 13:00:00",2024-04-08,99,13,4,spring,11.561,0,6.707,59.62,0.8551,6.439,0
"2024-04-08 14:00:00",2024-04-08,99,14,4,spring,13.67,0,4.785,76.37,0.8968,4.33,0
"2024-04-08 15:00:00",2024-04-08,99,15,4,spring,12.938,0,9.572,62.2,0.7401,5.062,0
"2024-04-08 16:00:00",2024-04-08,99,16,4,spring,15.608,0,6.736,52.76,0.98,2.392,0
"2024-04-08 17:00:00",2024-04-08,99,17,4,spring,14.419,0,6.236,65.53,0.5551,3.581,0
"2024-04-08 18:00:00",2024-04-08,99,18,4,spring,15.244,0,5.996,55.33,0.7908,2.756,0
"2024-04-08 19:00:00",2024-04-08,99,19,4,spring,15.86,0,8.165,63.58,0.8014,2.14,0
"2024-04-08 20:00:00",2024-04-08,99,20,4,spring,13.825,0,6.173,88.24,0.6021,4.175,0
"2024-04-08 21:00:00",2024-04-08,99,21,4,spring,17.551,0,7.309,65.8,0.9179,0.449,0
"2024-04-08 22:00:00",2024-04-08,99,22,4,spring,16.973,0,4.704,55.72,0.853,1.027,0
"2024-04-08 23:00:00",2024-04-08,99,23,4,spring,15.571,0,7.757,51.25,0.9085,2.429,0
"2024-04-09 00:00:00",2024-04-09,100,0,4,spring,12.985,0,7.558,51.82,0.812,5.015,0
"2024-04-09 01:00:00",2024-04-09,100,1,4,spring,13.493,0,8.022,60.08,0.6814,4.507,0
"2024-04-09 02:00:00",2024-04-09,100,2,4,spring,14.283,0,5.42,56.79,0.6722,3.717,0
"2024-04-09 03:00:00",2024-04-09,100,3,4,spring,13.891,0,5.543,62.67,0.6306,4.109,0
"2024-04-09 04:00:00",2024-04-09,100,4,4,spring,11.843,0,4.605,69.82,0.6532,6.157,0
"2024-04-09 05:00:00",2024-04-09,100,5,4,spring,11.33,0,6.674,64.84,0.7836,6.67,0
"2024-04-09 06:00:00",2024-04-09,100,6,4,spring,11.165,0,7.571,61.83,0.6121,6.835,0
"2024-04-09 07:00:00",2024-04-09,100,7,4,spring,9.999,0,5.725,69.45,0.6904,8.001,0
"2024-04-09 08:00:00",2024-04-09,100,8,4,spring,9.144,0,5.876,62.74,0.2894,8.856,0
"2024-04-09 09:00:00",2024-04-09,100,9,4,spring,10.095,0,5.66,73.6,0.6366,7.905,0
"2024-04-09 10:00:00",2024-04-09,100,10,4,spring,11.072,0,5.498,61.91,0.7043,6.928,0
"2024-04-09 11:00:00",2024-04-09,100,11,4,spring,10.4,0,5.862,77.85,0.3214,7.6,0
"2024-04-09 12:00:00",2024-04-09,100,12,4,spring,11.867,0,4.421,57.98,0.6408,6.133,0
"2024-04-09 13:00:00",2024-04-09,100,13,4,spring,10.29,0,9.027,62.37,0.6669,7.71,0
"2024-04-09 14:00:00",2024-04-09,100,14,4,spring,14.39,0,7.795,67.04,0.8132,3.61,0
"2024-04-09 15:00:00",2024-04-09,100,15,4,spring,15.012,0,6.811,71.25,0.3207,2.988,0
"2024-04-09 16:00:00",2024-04-09,100,16,4,spring,14.757,0,8.389,68.43,0.7123,3.243,0
"2024-04-09 17:00:00",2024-04-09,100,17,4,spring,16.539,0,7.167,61.41,0.7371,1.461,0
"2024-04-09 18:00:00",2024-04-09,100,18,4,spring,13.216,0,4.666,57.29,0.7434,4.784,0
"2024-04-09 19:00:00",2024-04-09,100,19,4,spring,14.838,0,5.589,72.38,0.7645,3.162,0
"2024-04-09 20:00:00",2024-04-09,100,20,4,spring,16.082,0,8.543,53.56,0.7147,1.918,0
"2024-04-09 21:00:00",2024-04-09,100,21,4,spring,15.725,0,4.776,55.05,0.6977,2.275,0
"2024-04-09 22:00:00",2024-04-09,100,22,4,spring,16.575,0,5.747,74.43,0.8162,1.425,0
"2024-04-09 23:00:00",2024-04-09,100,23,4,spring,14.989,0,7.361,58.75,0.3459,3.011,0
"2024-04-10 00:00:00",2024-04-10,101,0,4,spring,13.671,0,9.936,60.2,0.2762,4.329,0
"2024-04-10 01:00:00",2024-04-10,101,1,4,spring,14.561,0,5.365,50.38,0.4027,3.439,0
"2024-04-10 02:00:00",2024-04-10,101,2,4,spring,12.49,0,6.65,81.95,0.2231,5.51,0
"2024-04-10 03:00:00",2024-04-10,101,3,4,spring,11.331,0,4.762,65.8,0.7216,6.669,0
"2024-04-10 04:00:00",2024-04-10,101,4,4,spring,11.677,0,6.47,67.26,0.7105,6.323,0
"2024-04-10 05:00:00",2024-04-10,101,5,4,spring,10.618,0,7.465,62.21,0.4978,7.382,0
"2024-04-10 06:00:00",2024-04-10,101,6,4,spring,10.924,0,6.162,60.49,0.5955,7.076,0
"2024-04-10 07:00:00",2024-04-10,101,7,4,spring,11.065,0,8.853,74.25,0.3711,6.935,0
"2024-04-10 08:00:00",2024-04-10,101,8,4,spring,8.624,0,7.528,66.65,0.526,9.376,0
"2024-04-10 09:00:00",2024-04-10,101,9,4,spring,10.61,0,5.876,65.62,0.6056,7.39,0
"2024-04-10 10:00:00",2024-04-10,101,10,4,spring,11.29,0,6.172,72.19,0.5031,6.71,0
"2024-04-10 11:00:00",2024-04-10,101,11,4,spring,12.336,0,6.43,71.1,0.6303,5.664,0
"2024-04-10 12:00:00",2024-04-10,101,12,4,spring,12.239,0,4.879,74.41,0.3672,5.761,0
"2024-04-10 13:00:00",2024-04-10,101,13,4,spring,10.948,0,7.099,53.54,0.4884,7.052,0
"2024-04-10 14:00:00",2024-04-10,101,14,4,spring,12.123,0,6.79,59.77,0.4637,5.877,0
"2024-04-10 15:00:00",2024-04-10,101,15,4,spring,13.846,0,8.284,67.74,0.4222,4.154,0
"2024-04-10 16:00:00",2024-04-10,101,16,4,spring,14.321,0,5.942,59.68,0.5801,3.679,0
"2024-04-10 17:00:00",2024-04-10,101,17,4,spring,14.786,0,5.183,69.36,0.7334,3.214,0
"2024-04-10 18:00:00",2024-04-10,101,18,4,spring,14.072,0,7.279,63.26,0.7193,3.928,0
"2024-04-10 19:00:00",2024-04-10,101,19,4,spring,15.121,0,5.271,58.35,0.3304,2.879,0
"2024-04-10 20:00:00",2024-04-10,101,20,4,spring,13.583,0,6.524,68.59,0.3306,4.417,0
"2024-04-10 21:00:00",2024-04-10,101,21,4,spring,16.105,0,6.812,62.08,0.3939,1.895,0
"2024-04-10 22:00:00",2024-04-10,101,22,4,spring,14.675,0,5.799,77.72,0.6785,3.325,0
"2024-04-10 23:00:00",2024-04-10,101,23,4,spring,17.199,0,7.45,56.81,0.4706,0.801,0
"2024-04-11 00:00:00",2024-04-11,102,0,4,spring,14.29,0,6.429,55.37,0.3006,3.71,0
"2024-04-11 01:00:00",2024-04-11,102,1,4,spring,14.419,0,6.413,47.76,0.6472,3.581,0
"2024-04-11 02:00:00",2024-04-11,102,2,4,spring,11.573,0,5.975,71.23,0.3934,6.427,0
"2024-04-11 03:00:00",2024-04-11,102,3,4,spring,13.341,0,5.185,61.11,0.4167,4.659,0
"2024-04-11 04:00:00",2024-04-11,102,4,4,spring,12.085,0,7.373,70.13,0.3695,5.915,0
"2024-04-11 05:00:00",2024-04-11,102,5,4,spring,10.151,0,3.99,80.49,0.6652,7.849,0
"2024-04-11 06:00:00",2024-04-11,102,6,4,spring,10.95,0,3.306,70.79,0.3909,7.05,0
"2024-04-11 07:00:00",2024-04-11,102,7,4,spring,10.923,0,5.625,69.72,0.4667,7.077,0
"2024-04-11 08:00:00",2024-04-11,102,8,4,spring,10.555,0,7.726,70.6,0.6355,7.445,0
"2024-04-11 09:00:00",2024-04-11,102,9,4,spring,11.619,0,6.769,66,0.6628,6.381,0
"2024-04-11 10:00:00",2024-04-11,102,10,4,spring,11.989,0,7.215,69.16,0.5224,6.011,0
"2024-04-11 11:00:00",2024-04-11,102,11,4,spring,12.112,0,7.765,70.02,0.2635,5.888,0
"2024-04-11 12:00:00",2024-04-11,102,12,4,spring,12.786,0,4.934,61.17,0.5765,5.214,0
"2024-04-11 13:00:00",2024-04-11,102,13,4,spring,12.476,0,5.336,71.2,0.2383,5.524,0
"2024-04-11 14:00:00",2024-04-11,102,14,4,spring,11.35,0,7.942,65.9,0.3831,6.65,0
"2024-04-11 15:00:00",2024-04-11,102,15,4,spring,13.927,0,5.516,52.62,0.5494,4.073,0
"2024-04-11 16:00:00",2024-04-11,102,16,4,spring,14.19,0,6.294,50.37,0.3843,3.81,0
"2024-04-11 17:00:00",2024-04-11,102,17,4,spring,16.217,0,5.26,51.8,0.2518,1.783,0
"2024-04-11 18:00:00",2024-04-11,102,18,4,spring,15.147,0,7.163,75.92,0.6473,2.853,0
"2024-04-11 19:00:00",2024-04-11,102,19,4,spring,16.275,0,5.307,63.08,0.6462,1.725,0
"2024-04-11 20:00:00",2024-04-11,102,20,4,spring,16.042,0,5.166,70.36,0.7459,1.958,0
"2024-04-11 21:00:00",2024-04-11,102,21,4,spring,16.964,0,5.797,53.13,0.2329,1.036,0
"2024-04-11 22:00:00",2024-04-11,102,22,4,spring,15.446,0,6.055,49.11,0.2362,2.554,0
"2024-04-11 23:00:00",2024-04-11,102,23,4,spring,15.634,0,5.835,68.98,0.7732,2.366,0
"2024-04-12 00:00:00",2024-04-12,103,0,4,spring,17.465,0,5.68,45.09,0.3573,0.535,0
"2024-04-12 01:00:00",2024-04-12,103,1,4,spring,13.099,0,5.993,60.54,0.6965,4.901,0
"2024-04-12 02:00:00",2024-04-12,103,2,4,spring,12.829,0,7.759,59.49,0.7399,5.171,0
"2024-04-12 03:00:00",2024-04-12,103,3,4,spring,13.079,0,6.722,68.07,0.6393,4.921,0
"2024-04-12 04:00:00",2024-04-12,103,4,4,spring,11.731,0,5.369,59.59,0.4318,6.269,0
"2024-04-12 05:00:00",2024-04-12,103,5,4,spring,10.428,0,5.994,63.95,0.7207,7.572,0
"2024-04-12 06:00:00",2024-04-12,103,6,4,spring,13.366,0,5.753,69.87,0.2624,4.634,0
"2024-04-12 07:00:00",2024-04-12,103,7,4,spring,10.013,0,6.36,63.18,0.5083,7.987,0
"2024-04-12 08:00:00",2024-04-12,103,8,4,spring,13.368,0,5.541,74.05,0.7357,4.632,0
"2024-04-12 09:00:00",2024-04-12,103,9,4,spring,11.242,0,7.285,63.24,0.7391,6.758,0
"2024-04-12 10:00:00",2024-04-12,103,10,4,spring,10.592,0,7.547,68.36,0.3836,7.408,0
"2024-04-12 11:00:00",2024-04-12,103,11,4,spring,10.616,0,5.267,56.04,0.7075,7.384,0
"2024-04-12 12:00:00",2024-04-12,103,12,4,spring,13.027,0,6.757,55.43,0.5354,4.973,0
"2024-04-12 13:00:00",2024-04-12,103,13,4,spring,13.621,0,6.81,62.12,0.4091,4.379,0
"2024-04-12 14:00:00",2024-04-12,103,14,4,spring,14.132,0,6.746,55.46,0.6665,3.868,0
"2024-04-12 15:00:00",2024-04-12,103,15,4,spring,14.289,0,7.561,59.22,0.6833,3.711,0
"2024-04-12 16:00:00",2024-04-12,103,16,4,spring,16.584,0,5.206,58.74,0.555,1.416,0
"2024-04-12 17:00:00",2024-04-12,103,17,4,spring,15.239,0,6.78,65.33,0.2987,2.761,0
"2024-04-12 18:00:00",2024-04-12,103,18,4,spring,15.815,0,10.132,67.82,0.5613,2.185,0
"2024-04-12 19:00:00",2024-04-12,103,19,4,spring,16.327,0,6.876,53.29,0.4128,1.673,0
"2024-04-12 20:00:00",2024-04-12,103,20,4,spring,17.737,0,4.78,61.99,0.5407,0.263,0
"2024-04-12 21:00:00",2024-04-12,103,21,4,spring,17.103,0,8.401,43.21,0.4316,0.897,0
"2024-04-12 22:00:00",2024-04-12,103,22,4,spring,15.713,0,3.788,52.57,0.2609,2.287,0
"2024-04-12 23:00:00",2024-04-12,103,23,4,spring,16.686,0,7.601,47.13,0.6985,1.314,0
"2024-04-13 00:00:00",2024-04-13,104,0,4,spring,14.153,0,6.277,59.39,0.6675,3.847,0
"2024-04-13 01:00:00",2024-04-13,104,1,4,spring,14.284,0,7.193,62.59,0.4321,3.716,0
"2024-04-13 02:00:00",2024-04-13,104,2,4,spring,14.685,0,6.714,54.78,0.7559,3.315,0
"2024-04-13 03:00:00",2024-04-13,104,3,4,spring,13.482,0,4.706,67.07,0.318,4.518,0
"2024-04-13 04:00:00",2024-04-13,104,4,4,spring,12.872,0,7.408,69,0.2238,5.128,0
"2024-04-13 05:00:00",2024-04-13,104,5,4,spring,12.81,0,6.53,69.44,0.2835,5.19,0
"2024-04-13 06:00:00",2024-04-13,104,6,4,spring,12.381,0,7.692,79.57,0.5294,5.619,0
"2024-04-13 07:00:00",2024-04-13,104,7,4,spring,11.04,0,7.01,70.19,0.4424,6.96,0
"2024-04-13 08:00:00",2024-04-13,104,8,4,spring,11.248,0,4.121,39.33,0.5559,6.752,0
"2024-04-13 09:00:00",2024-04-13,104,9,4,spring,9.738,0,5.059,61.65,0.2368,8.262,0
"2024-04-13 10:00:00",2024-04-13,104,10,4,spring,12.183,0,7.473,62.45,0.6088,5.817,0
"2024-04-13 11:00:00",2024-04-13,104,11,4,spring,10.296,0,4.296,72.4,0.5455,7.704,0
"2024-04-13 12:00:00",2024-04-13,104,12,4,spring,12.742,0,8.342,69.35,0.528,5.258,0
"2024-04-13 13:00:00",2024-04-13,104,13,4,spring,12.653,0,7.633,74.67,0.2227,5.347,0
"2024-04-13 14:00:00",2024-04-13,104,14,4,spring,14.197,0,6.634,68.15,0.382,3.803,0
"2024-04-13 15:00:00",2024-04-13,104,15,4,spring,13.523,0,8.595,53.61,0.4971,4.477,0
"2024-04-13 16:00:00",2024-04-13,104,16,4,spring,14.159,0,7.577,51.04,0.2719,3.841,0
"2024-04-13 17:00:00",2024-04-13,104,17,4,spring,16.681,0,7.37,39.39,0.7406,1.319,0
"2024-04-13 18:00:00",2024-04-13,104,18,4,spring,17.378,0,6.808,63.93,0.6413,0.622,0
"2024-04-13 19:00:00",2024-04-13,104,19,4,spring,16.479,0,5.819,55.09,0.5864,1.521,0
"2024-04-13 20:00:00",2024-04-13,104,20,4,spring,15.095,0,6.963,63.13,0.7033,2.905,0
"2024-04-13 21:00:00",2024-04-13,104,21,4,spring,17.283,0,6.587,78.41,0.3843,0.717,0
"2024-04-13 22:00:00",2024-04-13,104,22,4,spring,13.217,0,6.251,74.73,0.6774,4.783,0
"2024-04-13 23:00:00",2024-04-13,104,23,4,spring,16.562,0,6.303,67.3,0.5111,1.438,0
"2024-04-14 00:00:00",2024-04-14,105,0,4,spring,14.717,0,6.154,58.78,0.3135,3.283,0
"2024-04-14 01:00:00",2024-04-14,105,1,4,spring,14.3,0,3.976,62.03,0.4825,3.7,0
"2024-04-14 02:00:00",2024-04-14,105,2,4,spring,13.906,0,5.55,67.7,0.2807,4.094,0
"2024-04-14 03:00:00",2024-04-14,105,3,4,spring,11.126,0,5.133,62.8,0.7908,6.874,0
"2024-04-14 04:00:00",2024-04-14,105,4,4,spring,12.287,0,6.88,72.15,0.4762,5.713,0
"2024-04-14 05:00:00",2024-04-14,105,5,4,spring,11.958,0,5.893,73.72,0.3341,6.042,0
"2024-04-14 06:00:00",2024-04-14,105,6,4,spring,11.354,0,6.14,54.84,0.6574,6.646,0
"2024-04-14 07:00:00",2024-04-14,105,7,4,spring,12.342,0,5.188,62.61,0.4067,5.658,0
"2024-04-14 08:00:00",2024-04-14,105,8,4,spring,12.068,0,6.086,74.5,0.3504,5.932,0
"2024-04-14 09:00:00",2024-04-14,105,9,4,spring,11.078,0,6.131,82.43,0.6143,6.922,0
"2024-04-14 10:00:00",2024-04-14,105,10,4,spring,13.782,0,6.964,59.71,0.6341,4.218,0
"2024-04-14 11:00:00",2024-04-14,105,11,4,spring,11.049,0,7.13,63.27,0.2896,6.951,0
"2024-04-14 12:00:00",2024-04-14,105,12,4,spring,13.363,0,7.715,52.56,0.7273,4.637,0
"2024-04-14 13:00:00",2024-04-14,105,13,4,spring,11.978,0,3.63,70.36,0.5881,6.022,0
