utc_timestamp,cet_cest_timestamp,DE_KN_industrial1_grid_import,DE_KN_industrial1_pv_1,DE_KN_industrial1_pv_2,DE_KN_industrial2_grid_import,DE_KN_industrial2_pv,DE_KN_industrial2_storage_charge,DE_KN_industrial2_storage_decharge,DE_KN_industrial3_area_offices,DE_KN_industrial3_area_room_1,DE_KN_industrial3_area_room_2,DE_KN_industrial3_area_room_3,DE_KN_industrial3_area_room_4,DE_KN_industrial3_compressor,DE_KN_industrial3_cooling_aggregate,DE_KN_industrial3_cooling_pumps,DE_KN_industrial3_dishwasher,DE_KN_industrial3_ev,DE_KN_industrial3_grid_import,DE_KN_industrial3_machine_1,DE_KN_industrial3_machine_2,DE_KN_industrial3_machine_3,DE_KN_industrial3_machine_4,DE_KN_industrial3_machine_5,DE_KN_industrial3_pv_facade,DE_KN_industrial3_pv_roof,DE_KN_industrial3_refrigerator,DE_KN_industrial3_ventilation,DE_KN_public1_grid_import,DE_KN_public2_grid_import,DE_KN_residential1_dishwasher,DE_KN_residential1_freezer,DE_KN_residential1_grid_import,DE_KN_residential1_heat_pump,DE_KN_residential1_pv,DE_KN_residential1_washing_machine,DE_KN_residential2_circulation_pump,DE_KN_residential2_dishwasher,DE_KN_residential2_freezer,DE_KN_residential2_grid_import,DE_KN_residential2_washing_machine,DE_KN_residential3_circulation_pump,DE_KN_residential3_dishwasher,DE_KN_residential3_freezer,DE_KN_residential3_grid_export,DE_KN_residential3_grid_import,DE_KN_residential3_pv,DE_KN_residential3_refrigerator,DE_KN_residential3_washing_machine,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_pv,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine,DE_KN_residential5_dishwasher,DE_KN_residential5_grid_import,DE_KN_residential5_refrigerator,DE_KN_residential5_washing_machine,DE_KN_residential6_circulation_pump,DE_KN_residential6_dishwasher,DE_KN_residential6_freezer,DE_KN_residential6_grid_export,DE_KN_residential6_grid_import,DE_KN_residential6_pv,DE_KN_residential6_washing_machine,interpolated
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.770,32.237,19.665,,,,8.425,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.843,32.240,19.703,,,,8.448,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.916,32.242,19.747,,,,8.453,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.988,32.245,19.751,,,,8.470,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.066,32.247,19.794,,,,8.493,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.142,32.250,19.840,,,,8.501,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.219,32.253,19.842,,,,8.516,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.289,32.255,19.888,,,,8.539,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.359,32.258,19.924,,,,8.550,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.430,32.260,19.936,,,,8.563,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.503,32.262,19.981,,,,8.563,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.575,32.265,20.003,,,,8.580,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.649,33.173,20.029,,,,8.580,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.721,33.820,20.075,,,,8.601,25.685,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.787,33.823,20.082,,,,8.621,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.860,33.825,20.123,,,,8.623,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.929,33.828,20.169,,,,8.644,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.004,33.830,20.171,,,,8.665,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.073,33.833,20.217,,,,8.665,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.146,33.836,20.246,,,,8.685,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.219,33.838,20.265,,,,8.706,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.291,33.841,20.310,,,,8.724,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.364,33.844,20.324,,,,8.731,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.436,33.846,20.358,,,,8.753,25.686,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.508,33.849,20.404,,,,8.768,26.547,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.580,33.851,20.406,,,,8.774,26.656,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.652,33.854,20.452,,,,8.795,26.817,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.723,33.857,20.495,,,,8.812,27.938,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.800,33.859,20.497,,,,8.819,28.047,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.876,33.862,20.543,,,,8.842,28.381,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.954,34.798,20.583,,,,8.859,29.136,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.025,35.019,20.591,,,,8.863,29.392,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.096,35.023,20.636,,,,8.890,29.929,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.167,35.025,20.660,,,,8.909,30.029,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.239,35.320,20.685,,,,8.929,30.097,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.313,36.291,20.731,,,,8.945,30.483,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.385,36.296,20.734,,,,8.967,31.101,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.430,36.298,20.779,,,,8.972,32.319,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.467,36.301,20.823,,,,8.988,32.463,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.539,36.303,20.827,,,,9.009,32.478,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.607,36.305,20.873,,,,9.009,32.483,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.679,36.308,20.902,,,,9.031,32.483,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.747,36.310,20.921,,,,9.041,32.483,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.819,36.313,20.968,,,,9.052,32.484,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891,36.316,20.979,,,,9.074,32.484,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.962,36.318,21.016,,,,9.074,32.484,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.034,36.321,21.063,,,,9.095,32.500,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.106,36.323,21.065,,,,9.113,32.500,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.178,36.326,21.111,,,,9.118,32.500,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_washing_machine | DE_KN_residential3_dishwasher
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.250,36.328,21.139,,,,9.139,32.500,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_washing_machine | DE_KN_residential3_dishwasher
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.321,36.331,21.161,,,,9.161,32.500,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.394,36.333,21.197,,,,9.166,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.473,36.336,21.236,,,,9.184,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.551,36.339,21.276,,,,9.206,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.627,36.341,21.289,,,,9.210,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.698,36.344,21.317,,,,9.228,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.768,36.346,21.357,,,,9.249,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.840,36.348,21.396,,,,9.265,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.911,36.351,21.404,,,,9.285,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.983,36.354,21.438,,,,9.306,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.056,36.356,21.477,,,,9.319,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.100,36.358,21.513,,,,9.327,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.143,36.361,21.519,,,,9.348,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.216,36.363,21.559,,,,9.359,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.284,36.366,21.598,,,,9.368,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.358,36.369,21.623,,,,9.389,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.426,36.371,21.640,,,,9.397,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.500,36.374,21.680,,,,9.410,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.572,36.376,21.719,,,,9.431,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.645,36.379,21.729,,,,9.433,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_washing_machine | DE_KN_residential3_dishwasher
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.717,36.382,21.761,,,,9.451,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.791,36.384,21.800,,,,9.479,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.864,36.386,21.844,,,,9.484,32.501,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.932,36.388,21.876,,,,9.510,32.501,,,,,,,,,,,,,,,,,,,,,
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.003,36.391,21.898,,,,9.527,32.501,,,,,,,,,,,,,,,,,,,,,
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.121,36.393,21.932,,,,9.547,32.501,,,,,,,,,,,,,,,,,,,,,
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.219,37.362,21.975,,,,9.559,32.502,,,,,,,,,,,,,,,,,,,,,
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.319,37.854,22.008,,,,9.567,32.502,,,,,,,,,,,,,,,,,,,,,
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.397,37.857,22.021,,,,9.589,32.502,,,,,,,,,,,,,,,,,,,,,
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.463,37.860,22.064,,,,9.608,32.502,,,,,,,,,,,,,,,,,,,,,
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.531,38.422,22.104,,,,9.608,32.502,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_washing_machine
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.600,38.973,22.109,,,,9.632,33.370,,,,,,,,,,,,,,,,,,,,,
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.667,38.976,22.153,,,,9.659,33.459,,,,,,,,,,,,,,,,,,,,,
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.736,38.978,22.196,,,,9.667,33.570,,,,,,,,,,,,,,,,,,,,,
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.804,38.981,22.198,,,,9.686,33.572,,,,,,,,,,,,,,,,,,,,,
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.846,38.983,22.242,,,,9.704,33.572,,,,,,,,,,,,,,,,,,,,,
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.894,38.986,22.286,,,,9.705,33.572,,,,,,,,,,,,,,,,,,,,,
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.965,38.989,22.288,,,,9.723,33.572,,,,,,,,,,,,,,,,,,,,,
2015-01-12T01:00:00Z,2015-01-12T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.031,38.991,22.331,,,,9.742,33.572,,,,,,,,,,,,,,,,,,,,,
2015-01-12T02:00:00Z,2015-01-12T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.101,38.993,22.375,,,,9.750,33.572,,,,,,,,,,,,,,,,,,,,,
2015-01-12T03:00:00Z,2015-01-12T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.165,38.996,22.377,,,,9.762,33.572,,,,,,,,,,,,,,,,,,,,,
