Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Date_Survey,Name_Survey,House_Type,House_Form,House_Env,House_Age,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp,MCS_SCOP,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Date_Installation,Name_Install,HP_Installed,HP_Installed_Detail,HP_Brand,HP_Model,HP_Size_kW,HP_Refrigerant,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures
E.ON,EOH1970,NE5,41.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-12T00:00:00.000Z,Owner-Occupied,2.9999999999999996,AB,5.0,02/12/2020,Phoenix,House,Semi-Detached,Urban,1950 - 1966,D,2.0,2.0,2.0,89.99999999999999,5.0,3.0,6.999999999999999,2.5,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,1.0,1.0,No,No,3368.0,15907.0,5.48,60.88,7270.1,1910.0,0.0,55.0,2.96,No,No,No,Yes with additional measures,Hybrid,Loft Insulation,10060.85,500.0,586.0,14.0,4.0,Yes,30/04/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.2259380793508412e-12,,130.49242496490479,7.001060510010575,1.0,9.0,0.0,0.0,none,none,No,0.0,1.0,0.0,No,Yes,0.0,0.0,,no,5739.820000000001,1019.3295469736912,1610.2354924321737,2685.85,0.0,499.99999999999994,0.0,0.0,0.0,0.0,3.0,0.0
E.ON,EOH2240,NE5,40.0,Working Full time (>30hrs),Manager,"30,001 - 40,000",2020-11-12T00:00:00.000Z,Owner-Occupied,8.0,C1,3.0,02/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,2.0,2.0,80.0,5.0,3.0,6.999999999999999,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,2013.0,9864.0,2.2576893380406835,7.637765221297741,1940.732202150859,956.4315669214702,0.24992444756389887,40.01351063401671,2.9010225972859187,Yes,No,Yes,Yes,None - Installation not recommended,,9506.234682578966,0.01040721693885871,281.42225009801797,12.003779093355407,2.043664898919524,,,,,,,,3.015344346757047,,1.826241631877612e-12,,129.97937202453613,7.001158676284831,1.0001085471194529,0.22239264100790024,0.0008842820971040055,0.00012675674224738032,,,,4.426782204691726e-11,3.100361212204916e-08,4.15952399634989e-07,,,5.719384926598792e-13,5.409131986766624e-08,,,3201.592413450889,1019.4189245733525,1610.2372155758255,8.423680528803962,1.1849557251218668e-13,0.0003034372689467091,0.011792918485298287,7.022412651380705e-10,8.31387965432029e-06,3.365828666127002e-12,1.0479643130674958,0.0001725601323414594
E.ON,EOH1712,NE5,44.0,Working Full time (>30hrs),Manager,"12,501 - 16,200",2020-11-12T00:00:00.000Z,Owner-Occupied,15.0,C1,1.0,03/12/2020,Phoenix,House,Semi-Detached,Urban,1950 - 1966,D,2.0,2.0,2.0,116.0,5.0,3.0,6.999999999999999,2.7,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,2.0,1.0,No,No,191.53466251125792,375.6830029352568,8.232,73.65,16552.0,3820.0,0.0,55.0,2.96,No,No,Yes,Yes with additional measures,Hybrid,Loft Insulation,9875.86,200.0,806.0,14.3,3.8000000000000003,Yes,24/02/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.8394316018272017e-12,,130.09067252278328,7.001211389884702,1.0,8.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,Yes,0.0,0.0,,no,5739.820000000001,1019.9852574417832,1610.236953024139,2500.86,0.0,499.99999999999994,0.0,0.0,0.0,0.0,2.5,0.5
E.ON,EOH1708,NE13,54.0,Working Full time (>30hrs),Skilled Manual Worker,"20,001 - 25,000",2020-11-12T00:00:00.000Z,Owner-Occupied,18.0,C2,2.0,11/01/2021,Phoenix,House,Semi-Detached,Urban,1950 - 1966,C,2.0,2.0,2.0,85.0,5.0,3.0,8.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,3497.0,15520.999999999998,4.404,51.81,10673.0,3311.0,0.0,55.0,2.96,No,No,No,Yes with additional measures,Hybrid,Loft Insulation,9875.86,300.0,559.0,14.3,3.8000000000000003,Yes,19/02/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.8449972452594388e-12,,132.20396041870117,7.001108102631406,1.0,8.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,Yes,0.0,0.0,,no,5739.820000000001,1019.756820461736,1610.2369092330046,2500.86,0.0,499.99999999999994,0.0,0.0,0.0,0.0,2.5,0.5
E.ON,EOH3004,NE6,42.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-12T00:00:00.000Z,Owner-Occupied,5.999999999999999,AB,5.0,04/02/2021,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,2.0,2.0,141.99999999999997,6.0,3.0,8.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,1.0,No,No,192.01031379576307,375.68267420027405,2.2576330439890264,7.642941915430129,1939.4425356710562,956.3454999001551,0.23807784245436778,40.013026731903665,2.9010212779184803,Yes,No,Yes,Yes,None - Installation not recommended,,9506.199768202878,0.00960800926571892,281.19192252754704,12.003648283728399,2.043442976998631,,,,,,,,3.014572295243852,,1.4679975984810412e-12,,128.59965711832047,7.001082788250642,1.000101144778455,0.22196363657712936,0.0008088610520644579,0.00011483336129458621,,,,3.5842818296716317e-11,2.7244150047067706e-08,3.714713159297389e-07,,,4.576594095015429e-13,4.8043791167629024e-08,,,3192.741695901714,1019.4228208772046,1610.2366417057501,8.410358642955543,9.429145019033275e-14,0.0002623407478449735,0.01075434101949213,5.899269961417986e-10,7.337420734199185e-06,2.638555606643278e-12,1.0450503481552005,0.00015613074083375977
E.ON,EOH2622,NE3,72.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-11-16T00:00:00.000Z,Owner-Occupied,28.0,C1,1.0,07/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,0.0,2.0,131.0,7.0,4.0,9.0,2.7,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Gas,Water,110,0.0,1.0,1.0,No,No,3900.0,35191.0,8.761999999999999,84.31,17563.0,4776.0,0.0,55.0,2.96,No,No,No,Yes,Hybrid,None Required,10615.05,0.007148273544800077,859.0,14.3,3.8000000000000003,Yes,01/04/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,9.892620576879008e-13,,128.85944470763206,7.001029578168527,1.0,10.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5739.820000000001,1019.3026289301318,1610.2347445187152,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
E.ON,EOH2412,NE4,39.0,Working Full time (>30hrs),Clerical,"20,001 - 25,000",2020-11-16T00:00:00.000Z,Owner-Occupied,4.0,C1,3.0,07/12/2020,Phoenix,House,Semi-Detached,Urban,1950 - 1966,C,2.0,2.0,2.0,114.0,6.0,3.0,8.0,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,2.0,1.0,No,No,191.72224605298834,376.4280632591108,9.025,79.16,18146.799999999996,3820.0,0.0,55.0,2.96,No,No,No,Yes,Hybrid,None Required,10245.84,0.0099296046508357,844.0,14.3,3.8000000000000003,Yes,16/04/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.9348576560385133e-12,,130.0314225256443,7.001245716732228,1.0,10.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5739.820000000001,1020.0810581743158,1610.2369616031385,2870.84,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
E.ON,EOH1342,NE3,32.0,Working Full time (>30hrs),Professional,"30,001 - 40,000",2020-11-25T00:00:00.000Z,Owner-Occupied,0.9,AB,5.0,18/01/2021,Phoenix,House,Semi-Detached,Urban,1983 - 1990,D,3.0,0.0,2.0,85.0,4.0,2.0,6.999999999999999,2.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,1433.9999999999998,14178.0,2.257768398635952,7.677601803094149,1942.8964689997956,956.6061029988487,0.2805103812901507,40.01480270875618,2.901093317023478,Yes,No,Yes,Yes,None - Installation not recommended,,9506.268065313852,0.011902889058603705,281.59327149197924,12.00400506182341,2.043940151441493,,,,,,,,3.0156035345280543,,2.3380410021228704e-12,,130.45486733317375,7.001194873242639,1.0001170755604107,0.23663777858018875,0.0009992210543714464,0.0001376718282699585,,,,5.702931182849369e-11,3.7108023320797656e-08,4.7592351393177523e-07,,,7.350239666047143e-13,6.468008706406181e-08,,,3224.983976809867,1019.7008934236038,1610.2385307685418,9.280732939430745,1.5483031794594898e-13,0.00034268845007318305,0.012770741705026012,8.429049125346921e-10,1.0298592571533761e-05,4.1564256376969144e-12,1.0496644964441657,0.00019334038279339438
E.ON,EOH2991,NE4,77.0,Retired,Pensioner,"16,201 - 20,000",2020-11-18T00:00:00.000Z,Owner-Occupied,1.0,DE,2.0,08/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,E,3.0,0.0,2.0,88.0,5.0,3.0,8.0,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Electric,,,0.0,0.0,1.0,No,No,1499.9999999999998,13400.0,6.768,87.19,13610.0,3820.0,0.0,55.0,2.96,No,No,No,Yes,Hybrid,None Required,10447.65,0.009472267188812111,671.0000000000001,14.3,3.8000000000000003,Yes,12/02/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.5887498565000935e-12,,131.08170852065086,7.001181040497613,1.0,7.0,0.0,1.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5739.820000000001,1019.9315616601705,1610.2362349271095,3072.65,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
E.ON,EOH1794,NE3,56.0,Working Full time (>30hrs),Manager,"50,001+",2020-11-24T00:00:00.000Z,Owner-Occupied,18.0,C1,1.0,10/12/2020,Phoenix,House,Detached,Urban,1996 - 2002,E,4.0,1.0,3.0,178.0,8.0,5.0,12.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Gas,Water,250,1.0,1.0,1.0,No,No,188.95910436083796,371.1484992731712,13.873,93.1,33611.0,5731.000000000001,0.0,40.00960330507951,2.9007702082698232,No,No,No,Yes,Hybrid,None Required,13102.999999999998,0.00552510353662683,1626.0000000000002,14.3,3.8000000000000003,Yes,24/01/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,5.292523147168438e-13,,129.02246043086052,7.000806586642284,2.0,18.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5912.2,1018.808976308708,1610.2336378852208,5740.91,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.711591337691061e-05
E.ON,EOH1965,NE3,32.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-11-25T00:00:00.000Z,Owner-Occupied,0.9,AB,5.0,18/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,0.0,2.0,141.99999999999997,8.0,5.0,10.000000000000002,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,2.0,1.0,No,No,6247.0,18683.0,10.031999999999998,70.64,20108.5,6713.0,982.0000000000001,62.0,3.09,No,No,Yes,No,HT_ASHP,None Required,17805.4,0.0033128625079683616,1433.0,14.3,3.8000000000000003,Yes,20/09/2021,Phoenix,HT_ASHP,,Daikin,EPRA16DAV3,16.0,R32,1.8566884954409474e-13,water_new,300.0,7.000613375392277,1.0,10.0,0.0,0.0,,,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,9687.81,1752.34,1610.2321864635164,3609.2599999999998,9.53744953158123e-15,0.0,0.0,0.0,0.0,0.0,3.0,5.98948188326176e-05
E.ON,EOH2996,NE3,61.0,Working Full time (>30hrs),Skilled Manual Worker,"20,001 - 25,000",2020-11-23T00:00:00.000Z,Owner-Occupied,30.0,C2,3.0,10/12/2020,Phoenix,House,End-Terrace,Urban,1967 - 1975,D,2.0,0.0,2.0,72.0,4.0,3.0,6.0,2.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,3134.0,15775.999999999998,2.257618801157829,7.58664224203676,1936.3348480056738,956.303868876159,0.22245039573663236,40.012942909961566,2.90092339605093,Yes,No,Yes,Yes,None - Installation not recommended,,9506.196917541203,0.009235774102023697,281.0866619943315,12.003362145810389,2.043506277358392,,,,,,,,3.014037750544958,,1.3126132125673706e-12,,129.4717662036419,7.001015366491629,1.0000946284490055,0.20830266177654266,0.000776609933382133,0.00011443044786574319,,,,3.3618718919825596e-11,2.5502290057488608e-08,3.3978361102526833e-07,,,4.0641925588835726e-13,4.237828576947322e-08,,,3188.084447153043,1019.0307018978893,1610.2360445054223,7.851001595108537,8.215121833667072e-14,0.00025400420890264285,0.009814442819333635,5.413753334515548e-10,6.4831726755087976e-06,2.3787040046019392e-12,1.0436804727651179,0.00015087940028024605
E.ON,EOH0063,NE13,31.0,Unemployed,Unemployed/Benefits,"0 - 12,500",2020-11-23T00:00:00.000Z,Owner-Occupied,1.0,DE,1.0,07/12/2020,Phoenix,House,Semi-Detached,Urban,1967 - 1975,E,1.0,0.0,1.0,58.0,3.0,2.0,5.000000000000001,2.3,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,1.0,1.0,No,No,194.5965276279603,380.442453613854,4.654,80.24,11272.0,2019.0,109.0,46.0,3.52,Yes,No,Yes,Yes,ASHP,None Required,12199.0,0.015220878165791873,554.0,14.3,3.8000000000000003,Yes,25/03/2021,Aaron Services,ASHP,,Daikin,EDLQ07CAV3,7.000000000000001,R410A,3.9430234251291996e-12,Water_new,150.0,7.001535155795864,1.0,6.000000000000001,0.0,1.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5648.0,1701.0,1610.2399602364574,3071.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
E.ON,EOH2915,NE13,72.0,Retired,Pensioner,"25,001 - 30,000",2020-11-23T00:00:00.000Z,Owner-Occupied,25.0,DE,4.0,08/12/2020,Phoenix,House,Semi-Detached,Urban,1950 - 1966,D,1.0,0.0,2.0,88.0,5.0,3.0,6.999999999999999,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,190.18914081522962,14599.999999999998,6.619999999999999,81.8,7948.0,3820.0,0.0,40.01060469294316,2.900813805335201,No,No,No,Yes,Hybrid,None Required,9875.86,0.0,770.0,14.3,3.8000000000000003,No,,,,,,,3.012238337076269,,7.188124878307334e-13,,129.85457107424736,7.000829142307339,1.0000739341840017,0.1905926689505577,0.000625040804152377,8.941266423789784e-05,,,,2.0427725483385117e-11,1.7110100003492335e-08,2.4355162508982175e-07,,,2.1641281160774545e-13,2.8859323819574456e-08,,,3163.1662164168524,1018.5900099503202,1610.2342416224724,6.579105215653544,4.370747606072603e-14,0.00019033365119867086,0.007640050171175972,3.381616653364006e-10,4.0576463003594305e-06,1.3371752706839435e-12,1.0373565121553838,0.00011797400338764419
E.ON,EOH0024,NE13,33.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-11-25T00:00:00.000Z,Owner-Occupied,2.0,C1,1.0,18/12/2020,Phoenix,House,Detached,Urban,1976 - 1982,D,2.0,1.0,2.0,122.0,6.0,3.0,8.0,2.3,Cavity_Insulated,Mix,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,110,0.0,0.0,1.0,No,No,4218.0,11358.0,2.258044019250905,7.690366852097213,1943.9085272233933,957.1427234568691,0.3324014625039126,40.017878801736515,2.901229475508444,,,,,None - Installation not recommended,,9506.444702307159,0.01720362869616565,282.08743551435884,12.00444262381876,2.0450564993033185,No,,,,,,,3.0175989392446354,,4.345822313123193e-12,,135.54673716425896,7.001294204528676,1.0001457277721784,0.23977642878890038,0.0013374058798945043,0.00017738417955115438,,,,1.0444616005411689e-10,5.5274654187087435e-08,6.848860607533425e-07,,,1.3358242463568093e-12,9.51828837969515e-08,,,3291.085329836644,1020.1408442788198,1610.2410186579261,10.308922104295343,2.952989415494489e-13,0.0005184393723811809,0.016733547454350628,1.3546773702799442e-09,1.7548225081442937e-05,7.828562451073218e-12,1.057458738796413,0.00024439559911115794
E.ON,EOH1260,NE5,34.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-26T00:00:00.000Z,Owner-Occupied,0.9,AB,1.0,15/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,C,2.0,2.0,3.0,131.0,5.0,3.0,8.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,1860.0,13252.0,7.781999999999999,65.79,18863.0,3566.0,0.0,52.0,3.0,No,No,No,Yes,Hybrid,None Required,10060.85,0.009357119010758197,851.9999999999999,14.3,3.8000000000000003,Yes,24/02/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.7657348022961927e-12,,130.74933364987373,7.001213982817717,1.0,9.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5789.82,1019.9051998514728,1610.2365890578844,2685.85,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
E.ON,EOH1850,NE3,38.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-25T00:00:00.000Z,Owner-Occupied,2.9999999999999996,AB,3.0,15/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,1.0,3.0,144.0,6.0,4.0,9.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,1.0,1.0,No,No,3977.0,17274.0,2.257539636372583,7.594449792057276,1936.3867146897828,956.149008249311,0.20654379388106464,40.01129515221692,2.90089150915388,No,No,No,Yes,Hybrid,,9506.148698970728,0.007586031335392818,280.87187569706236,12.0032788458094,2.043114338495652,No,,,,,,,3.012879431131296,,9.547633950807155e-13,,129.62118312716484,7.000929466303205,1.0000827254098112,0.20533988252282143,0.0006698166762362234,9.620584751246497e-05,,,,2.5295987526874342e-11,2.0665309463652193e-08,2.9012116442572733e-07,,,2.8243428646171354e-13,3.6343813292205596e-08,,,3164.7563858176113,1019.0081812017783,1610.234949522892,7.43069762115134,6.004926238331251e-14,0.00021278968306432945,0.008446343599644024,4.1186998256392826e-10,5.13924653433584e-06,1.758736819373885e-12,1.039469446055591,0.00012836223640988464
E.ON,EOH2909,NE3,53.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-25T00:00:00.000Z,Owner-Occupied,10.0,C1,2.0,16/12/2020,Phoenix,House,Semi-Detached,Urban,1950 - 1966,D,2.0,3.0000000000000004,2.0,130.0,8.0,4.0,11.0,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,192.48783562838798,375.6316690815147,2.25768360070205,7.634669499471784,1939.9725244744914,956.4237352321943,0.24703480873322406,40.01325062621618,2.900995900337584,No,No,Yes with additional measures,Yes,,,9506.221264554897,0.009858553932076575,281.4143737836182,12.003668599170632,2.043566645871615,,,,,,,,3.0150610535638407,,1.668381145042419e-12,,130.45140951871872,7.001126179413404,1.0001061818329617,0.2267782762646675,0.0008334632402693387,0.00012371751654427499,,,,4.359290012301287e-11,2.884199012953559e-08,3.8883257502675406e-07,,,5.288587493282315e-13,5.1668866518639334e-08,,,3195.542523791827,1019.2715871681086,1610.236833461022,8.477471870107111,1.1092271849297286e-13,0.00028878324151719424,0.011059290955017786,6.670737850988928e-10,7.849264125470158e-06,3.0502993794007116e-12,1.0463055986911058,0.00016411440628871787
E.ON,EOH1414,NE3,42.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-25T00:00:00.000Z,Owner-Occupied,1.0,AB,5.0,14/12/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,1.0,2.0,86.0,5.0,3.0,8.0,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,1.0,No,No,2864.9999999999995,8413.0,6.106,70.99999999999999,12242.5,3820.0,0.0,40.01295763795497,2.901079788324423,No,No,No,Yes,Hybrid,None Required,10799.27,0.009405475783296424,645.0,14.3,3.8000000000000003,Yes,11/03/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,1.6478592579013962e-12,,130.23865669965744,7.001196568759042,1.0,8.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5739.820000000001,1019.810557470559,1610.2366333942543,3424.27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
E.ON,EOH2987,NE5,37.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-26T00:00:00.000Z,Owner-Occupied,4.0,AB,4.0,22/02/2021,Phoenix,House,Detached,Urban,1983 - 1990,C,2.0,0.0,2.0,175.0,10.999999999999998,4.0,13.0,2.5,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,191.9388330875663,375.2431231937371,2.2576503147983895,7.590155854821205,1937.1803768224781,956.3532380092365,0.22474320361943684,40.01271378714591,2.9009386444650587,No,No,No,No,None - Installation not recommended,,9506.204462157517,0.009180310224735422,281.02511939651333,12.003308906038292,2.0435807414352896,,,,,,,,3.0135985711822286,,1.383740886630458e-12,,130.14041185379028,7.001020201743813,1.0000967524374573,0.215641800314188,0.000816771211248124,0.00011575465032365173,,,,3.573353071772978e-11,2.521296948998497e-08,3.3589483905416273e-07,,,4.1164237274925186e-13,4.478916793004828e-08,,,3188.1425280687213,1019.0301107528899,1610.2360272829078,8.019165456593036,8.763101328563769e-14,0.00026985491120058215,0.010306425792805385,5.455443874424759e-10,6.759935773348325e-06,2.4540718849414e-12,1.0433949520811439,0.00015083868765941588
E.ON,EOH3075,NE2,40.0,Carer,Unemployed/Benefits,"12,501 - 16,200",2020-11-26T00:00:00.000Z,Owner-Occupied,0.9,DE,3.0,16/12/2020,Phoenix,House,Semi-Detached,Urban,1900 - 1929,E,2.0,2.0,3.0,290.0,9.0,6.999999999999999,12.0,2.6,Solid_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Electric,Water,110,1.0,0.0,0.0,No,No,192.31187081191456,375.854748101905,2.2578265080123274,7.617463740520179,1940.8452254703734,956.6050663191709,0.2341442181445018,40.0157304428285,2.9009985521761696,No,No,Yes with additional measures,No,,,9506.289895415628,0.011925443355210064,281.1317382553173,12.003546834830194,2.044188056420535,,,,,,,,3.0156181963393465,,1.9405789909027193e-12,,132.20369666814804,7.001118599146139,1.000121199291243,0.24003006517887115,0.000921518567338353,0.00014391350850928575,,,,5.357213977985609e-11,3.328207398567429e-08,4.2515250697761076e-07,,,6.23357105950656e-13,5.730829499839274e-08,,,3226.9814131943135,1019.4500491222739,1610.237382519347,8.771527691455558,1.3041824564741233e-13,0.0003450298719508282,0.01342460836895043,7.767900211952394e-10,9.435210410169148e-06,3.3616967716476598e-12,1.0504485773853958,0.00018274722151545575
E.ON,EOH2258,NE3,21.374314906075597,Working Full time (>30hrs),Professional,Prefer not to say,2020-11-26T00:00:00.000Z,Owner-Occupied,0.9,C1,1.0,10/12/2020,Phoenix,House,Semi-Detached,Urban,1967 - 1975,D,2.0,1.0,2.0,100.99999999999999,5.0,3.0,8.0,2.4,Cavity_Insulated,Mix,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,194.12060420314083,379.1655229915632,2.257881273663614,7.7190609173849225,1945.453465754399,956.8344014703325,0.3052223982896976,40.016474978474434,2.9011754285776985,No,No,No,Yes,None - Installation not recommended,,9506.335703984494,0.013939736137444925,282.0448441281216,12.004460146704224,2.044421693390468,,,,,,,,3.01750566996634,,3.3765861200824032e-12,,132.4645683169365,7.00133999773243,1.0001297922244703,0.24949893355369568,0.0011041073921660427,0.00015604500367771834,,,,7.631380249950581e-11,4.717109902685479e-08,5.696645075659035e-07,,,1.071973673022475e-12,7.85909506362259e-08,,,3240.077909064833,1019.853998316084,1610.2395323816763,9.922234686856392,2.366709801228384e-13,0.00043107183210395306,0.014763431863684673,1.1087387674635352e-09,1.3166924660179547e-05,6.096937191224505e-12,1.052121673244983,0.00022359945069183595
E.ON,EOH1827,NE4,21.28939462453127,Working Full time (>30hrs),Skilled Manual Worker,"0 - 12,500",2020-11-30T00:00:00.000Z,Owner-Occupied,1.0,C2,5.0,16/12/2020,Phoenix,House,Semi-Detached,Urban,1900 - 1929,C,2.0,1.0,2.0,166.0,7.0,4.0,10.000000000000002,2.5,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,2.0,1.0,1.0,No,No,4611.0,28633.999999999996,2.2575703325313827,7.599007843062282,1936.3881233031861,956.2360982137616,0.2108628712263453,40.01238705444848,2.900896747605875,Yes,No,Yes,Yes,None - Installation not recommended,,9506.170138847865,0.008438859157365641,280.83586679542674,12.003199042336782,2.043246822921792,,,,,,,,3.013369855703786,,1.0662293530722122e-12,,127.79172658920288,7.000969503307715,1.0000906790046429,0.21264635026454926,0.0007041492572170682,0.00010561079398030415,,,,2.837434280589246e-11,2.2295058244026222e-08,3.051763712846878e-07,,,3.333772060493123e-13,3.778423618427951e-08,,,3180.340736510791,1019.0857950824452,1610.2354185338966,7.8986406422709114,6.65896577787227e-14,0.00022509239874125343,0.009321003744844347,4.6500114869729714e-10,5.7825206984718495e-06,1.8963233761049025e-12,1.0430722716264427,0.00013451243421513936
